"year","stateabbr","statedesc","locationname","datasource","category","measure","data_value_unit","data_value_type","data_value","data_value_footnote_symbol","data_value_footnote","low_confidence_limit","high_confidence_limit","totalpopulation","locationid","categoryid","measureid","datavaluetypeid","short_question_text","brfssYr","totalpop18plus","geolocation"
2022,"MN","Minnesota","Polk","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Age-adjusted prevalence",14.3,NA,NA,12.6,15.9,30731,27119,"HLTHSTAT","GHLTH","AgeAdjPrv","General Health",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Age-adjusted prevalence",25.3,NA,NA,22.7,27.8,5328,27087,"HLTHSTAT","GHLTH","AgeAdjPrv","General Health",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence",15.6,NA,NA,13.8,17.3,30731,27119,"HLTHSTAT","GHLTH","CrdPrv","General Health",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Age-adjusted prevalence",15,NA,NA,13.3,16.8,6377,27107,"HLTHSTAT","GHLTH","AgeAdjPrv","General Health",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health Status","Fair or poor self-rated health status among adults","%","Crude prevalence",26.1,NA,NA,23.4,28.6,5328,27087,"HLTHSTAT","GHLTH","CrdPrv","General Health",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Disability","Hearing disability among adults","%","Age-adjusted prevalence",6.6,NA,NA,5.9,7.4,6377,27107,"DISABLT","HEARING","AgeAdjPrv","Hearing Disability",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence",11.2,NA,NA,10.1,12.4,5328,27087,"DISABLT","HEARING","CrdPrv","Hearing Disability",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence",8.5,NA,NA,7.6,9.5,6377,27107,"DISABLT","HEARING","CrdPrv","Hearing Disability",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Disability","Hearing disability among adults","%","Age-adjusted prevalence",6.4,NA,NA,5.7,7.1,30731,27119,"DISABLT","HEARING","AgeAdjPrv","Hearing Disability",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Disability","Hearing disability among adults","%","Age-adjusted prevalence",9.5,NA,NA,8.5,10.5,5328,27087,"DISABLT","HEARING","AgeAdjPrv","Hearing Disability",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Disability","Hearing disability among adults","%","Crude prevalence",7.9,NA,NA,7,8.8,30731,27119,"DISABLT","HEARING","CrdPrv","Hearing Disability",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Polk","BRFSS","Disability","Vision disability among adults","%","Crude prevalence",4.4,NA,NA,4,4.8,30731,27119,"DISABLT","VISION","CrdPrv","Vision Disability",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Disability","Vision disability among adults","%","Crude prevalence",4.5,NA,NA,4.1,5,6377,27107,"DISABLT","VISION","CrdPrv","Vision Disability",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Disability","Vision disability among adults","%","Age-adjusted prevalence",7.7,NA,NA,7,8.4,5328,27087,"DISABLT","VISION","AgeAdjPrv","Vision Disability",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Disability","Vision disability among adults","%","Age-adjusted prevalence",4,NA,NA,3.6,4.3,30731,27119,"DISABLT","VISION","AgeAdjPrv","Vision Disability",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Disability","Vision disability among adults","%","Age-adjusted prevalence",4.2,NA,NA,3.8,4.6,6377,27107,"DISABLT","VISION","AgeAdjPrv","Vision Disability",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Disability","Vision disability among adults","%","Crude prevalence",8,NA,NA,7.3,8.7,5328,27087,"DISABLT","VISION","CrdPrv","Vision Disability",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence",12.2,NA,NA,10.9,13.5,30731,27119,"DISABLT","COGNITION","CrdPrv","Cognitive Disability",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Polk","BRFSS","Disability","Cognitive disability among adults","%","Age-adjusted prevalence",12.6,NA,NA,11.3,14,30731,27119,"DISABLT","COGNITION","AgeAdjPrv","Cognitive Disability",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence",12.7,NA,NA,11.3,14.1,6377,27107,"DISABLT","COGNITION","CrdPrv","Cognitive Disability",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Disability","Cognitive disability among adults","%","Age-adjusted prevalence",21.3,NA,NA,19.3,23.4,5328,27087,"DISABLT","COGNITION","AgeAdjPrv","Cognitive Disability",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Disability","Cognitive disability among adults","%","Age-adjusted prevalence",14,NA,NA,12.6,15.6,6377,27107,"DISABLT","COGNITION","AgeAdjPrv","Cognitive Disability",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Disability","Cognitive disability among adults","%","Crude prevalence",20.1,NA,NA,18.2,22.1,5328,27087,"DISABLT","COGNITION","CrdPrv","Cognitive Disability",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence",13.2,NA,NA,11.7,14.9,6377,27107,"DISABLT","MOBILITY","CrdPrv","Mobility Disability",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Disability","Mobility disability among adults","%","Age-adjusted prevalence",10.4,NA,NA,9.2,11.6,30731,27119,"DISABLT","MOBILITY","AgeAdjPrv","Mobility Disability",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Disability","Mobility disability among adults","%","Age-adjusted prevalence",10.6,NA,NA,9.4,12,6377,27107,"DISABLT","MOBILITY","AgeAdjPrv","Mobility Disability",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Disability","Mobility disability among adults","%","Age-adjusted prevalence",17.4,NA,NA,15.4,19.3,5328,27087,"DISABLT","MOBILITY","AgeAdjPrv","Mobility Disability",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence",19.8,NA,NA,17.6,21.9,5328,27087,"DISABLT","MOBILITY","CrdPrv","Mobility Disability",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Disability","Mobility disability among adults","%","Crude prevalence",12.7,NA,NA,11.2,14.1,30731,27119,"DISABLT","MOBILITY","CrdPrv","Mobility Disability",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Disability","Self-care disability among adults","%","Age-adjusted prevalence",5.8,NA,NA,5.3,6.3,5328,27087,"DISABLT","SELFCARE","AgeAdjPrv","Self-care Disability",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence",3.5,NA,NA,3.2,3.8,6377,27107,"DISABLT","SELFCARE","CrdPrv","Self-care Disability",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence",3.5,NA,NA,3.2,3.8,30731,27119,"DISABLT","SELFCARE","CrdPrv","Self-care Disability",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Disability","Self-care disability among adults","%","Crude prevalence",6.2,NA,NA,5.7,6.7,5328,27087,"DISABLT","SELFCARE","CrdPrv","Self-care Disability",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Disability","Self-care disability among adults","%","Age-adjusted prevalence",3.1,NA,NA,2.9,3.4,6377,27107,"DISABLT","SELFCARE","AgeAdjPrv","Self-care Disability",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Disability","Self-care disability among adults","%","Age-adjusted prevalence",3.1,NA,NA,2.8,3.4,30731,27119,"DISABLT","SELFCARE","AgeAdjPrv","Self-care Disability",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Disability","Independent living disability among adults","%","Age-adjusted prevalence",12.6,NA,NA,11.4,13.8,5328,27087,"DISABLT","INDEPLIVE","AgeAdjPrv","Independent Living Disability",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Disability","Independent living disability among adults","%","Age-adjusted prevalence",7.4,NA,NA,6.7,8.1,6377,27107,"DISABLT","INDEPLIVE","AgeAdjPrv","Independent Living Disability",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence",7,NA,NA,6.3,7.7,30731,27119,"DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence",12.6,NA,NA,11.4,13.8,5328,27087,"DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Disability","Independent living disability among adults","%","Crude prevalence",7.5,NA,NA,6.8,8.3,6377,27107,"DISABLT","INDEPLIVE","CrdPrv","Independent Living Disability",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Disability","Independent living disability among adults","%","Age-adjusted prevalence",6.7,NA,NA,6,7.3,30731,27119,"DISABLT","INDEPLIVE","AgeAdjPrv","Independent Living Disability",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Disability","Any disability among adults","%","Crude prevalence",41.8,NA,NA,37,46.4,5328,27087,"DISABLT","DISABILITY","CrdPrv","Any Disability",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Disability","Any disability among adults","%","Crude prevalence",29.6,NA,NA,25.8,33.7,6377,27107,"DISABLT","DISABILITY","CrdPrv","Any Disability",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Disability","Any disability among adults","%","Age-adjusted prevalence",25.8,NA,NA,22.5,29.1,30731,27119,"DISABLT","DISABILITY","AgeAdjPrv","Any Disability",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Disability","Any disability among adults","%","Age-adjusted prevalence",27.4,NA,NA,23.7,31.4,6377,27107,"DISABLT","DISABILITY","AgeAdjPrv","Any Disability",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Disability","Any disability among adults","%","Age-adjusted prevalence",40.3,NA,NA,35.5,44.8,5328,27087,"DISABLT","DISABILITY","AgeAdjPrv","Any Disability",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Disability","Any disability among adults","%","Crude prevalence",28.1,NA,NA,24.6,31.6,30731,27119,"DISABLT","DISABILITY","CrdPrv","Any Disability",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Polk","BRFSS","Health-Related Social Needs","Feeling socially isolated among adults","%","Crude prevalence",28.5,NA,NA,24.3,33,30731,27119,"SOCLNEED","ISOLATION","CrdPrv","Social Isolation",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health-Related Social Needs","Feeling socially isolated among adults","%","Crude prevalence",29.5,NA,NA,25,34.4,6377,27107,"SOCLNEED","ISOLATION","CrdPrv","Social Isolation",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Health-Related Social Needs","Feeling socially isolated among adults","%","Age-adjusted prevalence",29.4,NA,NA,25.1,34,30731,27119,"SOCLNEED","ISOLATION","AgeAdjPrv","Social Isolation",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health-Related Social Needs","Feeling socially isolated among adults","%","Age-adjusted prevalence",34.5,NA,NA,29.6,39.8,5328,27087,"SOCLNEED","ISOLATION","AgeAdjPrv","Social Isolation",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Health-Related Social Needs","Feeling socially isolated among adults","%","Age-adjusted prevalence",31.1,NA,NA,26.4,36.1,6377,27107,"SOCLNEED","ISOLATION","AgeAdjPrv","Social Isolation",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health-Related Social Needs","Feeling socially isolated among adults","%","Crude prevalence",33.5,NA,NA,28.6,38.7,5328,27087,"SOCLNEED","ISOLATION","CrdPrv","Social Isolation",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Age-adjusted prevalence",9.4,NA,NA,8.3,10.7,6377,27107,"SOCLNEED","FOODSTAMP","AgeAdjPrv","Food Stamps",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence",23.2,NA,NA,20.8,25.8,5328,27087,"SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Age-adjusted prevalence",24.6,NA,NA,22.2,27.4,5328,27087,"SOCLNEED","FOODSTAMP","AgeAdjPrv","Food Stamps",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Age-adjusted prevalence",7.7,NA,NA,6.8,8.7,30731,27119,"SOCLNEED","FOODSTAMP","AgeAdjPrv","Food Stamps",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence",9.1,NA,NA,7.9,10.2,6377,27107,"SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Health-Related Social Needs","Received food stamps in the past 12 months among adults","%","Crude prevalence",7.6,NA,NA,6.6,8.5,30731,27119,"SOCLNEED","FOODSTAMP","CrdPrv","Food Stamps",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Polk","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence",8.4,NA,NA,7.4,9.4,30731,27119,"SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Age-adjusted prevalence",23.8,NA,NA,21.5,26.4,5328,27087,"SOCLNEED","FOODINSECU","AgeAdjPrv","Food Insecurity",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Age-adjusted prevalence",8.6,NA,NA,7.6,9.6,30731,27119,"SOCLNEED","FOODINSECU","AgeAdjPrv","Food Insecurity",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Age-adjusted prevalence",10.1,NA,NA,9,11.4,6377,27107,"SOCLNEED","FOODINSECU","AgeAdjPrv","Food Insecurity",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Norman","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence",9.8,NA,NA,8.7,11,6377,27107,"SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health-Related Social Needs","Food insecurity in the past 12 months among adults","%","Crude prevalence",22.7,NA,NA,20.5,25.2,5328,27087,"SOCLNEED","FOODINSECU","CrdPrv","Food Insecurity",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence",17.6,NA,NA,15.7,19.7,5328,27087,"SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Age-adjusted prevalence",10.6,NA,NA,9.3,12,6377,27107,"SOCLNEED","HOUSINSECU","AgeAdjPrv","Housing Insecurity",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence",7.9,NA,NA,7,8.9,30731,27119,"SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Age-adjusted prevalence",19.7,NA,NA,17.6,22,5328,27087,"SOCLNEED","HOUSINSECU","AgeAdjPrv","Housing Insecurity",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Age-adjusted prevalence",8.6,NA,NA,7.6,9.7,30731,27119,"SOCLNEED","HOUSINSECU","AgeAdjPrv","Housing Insecurity",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health-Related Social Needs","Housing insecurity in the past 12 months among adults","%","Crude prevalence",9.4,NA,NA,8.2,10.6,6377,27107,"SOCLNEED","HOUSINSECU","CrdPrv","Housing Insecurity",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence",5.1,NA,NA,4.5,5.8,30731,27119,"SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence",5.9,NA,NA,5.1,6.7,6377,27107,"SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Age-adjusted prevalence",13.6,NA,NA,12,15.3,5328,27087,"SOCLNEED","SHUTUTILITY","AgeAdjPrv","Utility Services Threat",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Age-adjusted prevalence",5.6,NA,NA,4.9,6.3,30731,27119,"SOCLNEED","SHUTUTILITY","AgeAdjPrv","Utility Services Threat",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Age-adjusted prevalence",6.6,NA,NA,5.8,7.5,6377,27107,"SOCLNEED","SHUTUTILITY","AgeAdjPrv","Utility Services Threat",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health-Related Social Needs","Utility services shut-off threat in the past 12 months among adults","%","Crude prevalence",12,NA,NA,10.6,13.6,5328,27087,"SOCLNEED","SHUTUTILITY","CrdPrv","Utility Services Threat",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Age-adjusted prevalence",6.3,NA,NA,5.7,6.9,30731,27119,"SOCLNEED","LACKTRPT","AgeAdjPrv","Transportation Barriers",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Age-adjusted prevalence",7.5,NA,NA,6.8,8.2,6377,27107,"SOCLNEED","LACKTRPT","AgeAdjPrv","Transportation Barriers",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence",6.1,NA,NA,5.5,6.6,30731,27119,"SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence",6.9,NA,NA,6.3,7.7,6377,27107,"SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Crude prevalence",14.6,NA,NA,13.3,16,5328,27087,"SOCLNEED","LACKTRPT","CrdPrv","Transportation Barriers",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health-Related Social Needs","Lack of reliable transportation in the past 12 months among adults","%","Age-adjusted prevalence",15.6,NA,NA,14.2,17,5328,27087,"SOCLNEED","LACKTRPT","AgeAdjPrv","Transportation Barriers",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Age-adjusted prevalence",27.6,NA,NA,24,31.5,5328,27087,"SOCLNEED","EMOTIONSPT","AgeAdjPrv","Lack of Social/Emotional Support",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Polk","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence",19,NA,NA,16.4,21.9,30731,27119,"SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Mahnomen","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence",27.1,NA,NA,23.5,31,5328,27087,"SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support",2022,3642,"POINT (-95.8092496496318 47.3255519081299)"
2022,"MN","Minnesota","Norman","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Crude prevalence",21.5,NA,NA,18.4,24.8,6377,27107,"SOCLNEED","EMOTIONSPT","CrdPrv","Lack of Social/Emotional Support",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
2022,"MN","Minnesota","Polk","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Age-adjusted prevalence",19.2,NA,NA,16.5,22.1,30731,27119,"SOCLNEED","EMOTIONSPT","AgeAdjPrv","Lack of Social/Emotional Support",2022,23218,"POINT (-96.4022896934934 47.7739940017747)"
2022,"MN","Minnesota","Norman","BRFSS","Health-Related Social Needs","Lack of social and emotional support among adults","%","Age-adjusted prevalence",22,NA,NA,18.9,25.3,6377,27107,"SOCLNEED","EMOTIONSPT","AgeAdjPrv","Lack of Social/Emotional Support",2022,4876,"POINT (-96.4554730867118 47.3264531891278)"
