"yearspan","measurename","statecode","countycode","county","state","numerator","denominator","rawvalue","cilow","cihigh","measureid","chrreleaseyear","differflag","trendbreak","fips"
"2017","Sexually transmitted infections",27,69,"Kittson","MN",7,4250,"164.70","","",45,2020,NA,NA,27069
"2018","Sexually transmitted infections",27,69,"Kittson","MN",7,4250,"164.70","","",45,2021,NA,NA,27069
"2019","Sexually transmitted infections",27,69,"Kittson","MN",NA,NA,"","","",45,2022,NA,NA,27069
"2020","Sexually transmitted infections",27,69,"Kittson","MN",9,4298,"209.40","","",45,2023,NA,NA,27069
"2021","Sexually transmitted infections",27,69,"Kittson","MN",NA,NA,"","","",45,2024,NA,NA,27069
"2007","Sexually transmitted infections",27,89,"Marshall","MN",6,9951,"60.30","","",45,2010,NA,NA,27089
"2008","Sexually transmitted infections",27,89,"Marshall","MN",11,9502,"115.80","","",45,2011,NA,NA,27089
"2009","Sexually transmitted infections",27,89,"Marshall","MN",6,9509,"63.10","","",45,2012,NA,NA,27089
"2010","Sexually transmitted infections",27,89,"Marshall","MN",7,9439,"74.20","","",45,2013,NA,NA,27089
"2011","Sexually transmitted infections",27,89,"Marshall","MN",4,9481,"42.20","","",45,2014,NA,NA,27089
"2012","Sexually transmitted infections",27,89,"Marshall","MN",10,9449,"105.80","","",45,2015,NA,NA,27089
"2013","Sexually transmitted infections",27,89,"Marshall","MN",12,9449,"127.00","","",45,2016,NA,NA,27089
"2014","Sexually transmitted infections",27,89,"Marshall","MN",8,9425,"84.90","","",45,2017,NA,NA,27089
"2015","Sexually transmitted infections",27,89,"Marshall","MN",13,9417,"138.00","","",45,2018,NA,NA,27089
"2016","Sexually transmitted infections",27,89,"Marshall","MN",10,9423,"106.10","","",45,2019,NA,NA,27089
"2017","Sexually transmitted infections",27,89,"Marshall","MN",7,9356,"74.80","","",45,2020,NA,NA,27089
"2018","Sexually transmitted infections",27,89,"Marshall","MN",15,9356,"160.30","","",45,2021,NA,NA,27089
"2019","Sexually transmitted infections",27,89,"Marshall","MN",11,9336,"117.80","","",45,2022,NA,NA,27089
"2020","Sexually transmitted infections",27,89,"Marshall","MN",10,9336,"107.10","","",45,2023,NA,NA,27089
"2021","Sexually transmitted infections",27,89,"Marshall","MN",10,8988,"111.30","","",45,2024,NA,NA,27089
"2007","Sexually transmitted infections",27,113,"Pennington","MN",13,13709,"94.80","","",45,2010,NA,NA,27113
"2008","Sexually transmitted infections",27,113,"Pennington","MN",13,13747,"94.60","","",45,2011,NA,NA,27113
"2009","Sexually transmitted infections",27,113,"Pennington","MN",33,13744,"240.10","","",45,2012,NA,NA,27113
"2010","Sexually transmitted infections",27,113,"Pennington","MN",15,13930,"107.70","","",45,2013,NA,NA,27113
"2011","Sexually transmitted infections",27,113,"Pennington","MN",22,14072,"156.30","","",45,2014,NA,NA,27113
"2012","Sexually transmitted infections",27,113,"Pennington","MN",24,14074,"170.50","","",45,2015,NA,NA,27113
"2013","Sexually transmitted infections",27,113,"Pennington","MN",30,14074,"213.20","","",45,2016,NA,NA,27113
"2014","Sexually transmitted infections",27,113,"Pennington","MN",26,14118,"184.20","","",45,2017,NA,NA,27113
"2015","Sexually transmitted infections",27,113,"Pennington","MN",42,14058,"298.80","","",45,2018,NA,NA,27113
"2016","Sexually transmitted infections",27,113,"Pennington","MN",31,14219,"218.00","","",45,2019,NA,NA,27113
"2017","Sexually transmitted infections",27,113,"Pennington","MN",24,14238,"168.60","","",45,2020,NA,NA,27113
"2018","Sexually transmitted infections",27,113,"Pennington","MN",46,14238,"323.10","","",45,2021,NA,NA,27113
"2019","Sexually transmitted infections",27,113,"Pennington","MN",46,14119,"325.80","","",45,2022,NA,NA,27113
"2020","Sexually transmitted infections",27,113,"Pennington","MN",27,14119,"191.20","","",45,2023,NA,NA,27113
"2021","Sexually transmitted infections",27,113,"Pennington","MN",38,13780,"275.80","","",45,2024,NA,NA,27113
"2007","Sexually transmitted infections",27,125,"Red Lake","MN",1,4168,"24.00","","",45,2010,NA,NA,27125
"2008","Sexually transmitted infections",27,125,"Red Lake","MN",3,4069,"73.70","","",45,2011,NA,NA,27125
"2009","Sexually transmitted infections",27,125,"Red Lake","MN",6,4068,"147.50","","",45,2012,NA,NA,27125
"2010","Sexually transmitted infections",27,125,"Red Lake","MN",4,4089,"97.80","","",45,2013,NA,NA,27125
"2011","Sexually transmitted infections",27,125,"Red Lake","MN",NA,4105,"","","",45,2014,NA,NA,27125
"2012","Sexually transmitted infections",27,125,"Red Lake","MN",12,4087,"293.60","","",45,2015,NA,NA,27125
"2013","Sexually transmitted infections",27,125,"Red Lake","MN",19,4087,"464.90","","",45,2016,NA,NA,27125
"2014","Sexually transmitted infections",27,125,"Red Lake","MN",10,4057,"246.50","","",45,2017,NA,NA,27125
"2015","Sexually transmitted infections",27,125,"Red Lake","MN",6,4043,"148.40","","",45,2018,NA,NA,27125
"2016","Sexually transmitted infections",27,125,"Red Lake","MN",4,4055,"98.60","","",45,2019,NA,NA,27125
"2017","Sexually transmitted infections",27,125,"Red Lake","MN",NA,4030,"","","",45,2020,NA,NA,27125
"2018","Sexually transmitted infections",27,125,"Red Lake","MN",9,4030,"223.30","","",45,2021,NA,NA,27125
"2019","Sexually transmitted infections",27,125,"Red Lake","MN",9,4055,"221.90","","",45,2022,NA,NA,27125
"2020","Sexually transmitted infections",27,125,"Red Lake","MN",8,4055,"197.30","","",45,2023,NA,NA,27125
"2021","Sexually transmitted infections",27,125,"Red Lake","MN",12,3933,"305.10","","",45,2024,NA,NA,27125
"2007","Sexually transmitted infections",27,135,"Roseau","MN",10,16201,"61.70","","",45,2010,NA,NA,27135
"2008","Sexually transmitted infections",27,135,"Roseau","MN",19,15865,"119.80","","",45,2011,NA,NA,27135
"2009","Sexually transmitted infections",27,135,"Roseau","MN",23,15862,"145.00","","",45,2012,NA,NA,27135
"2010","Sexually transmitted infections",27,135,"Roseau","MN",23,15629,"147.20","","",45,2013,NA,NA,27135
"2011","Sexually transmitted infections",27,135,"Roseau","MN",14,15540,"90.10","","",45,2014,NA,NA,27135
"2012","Sexually transmitted infections",27,135,"Roseau","MN",17,15476,"109.80","","",45,2015,NA,NA,27135
"2013","Sexually transmitted infections",27,135,"Roseau","MN",37,15476,"239.10","","",45,2016,NA,NA,27135
"2014","Sexually transmitted infections",27,135,"Roseau","MN",16,15520,"103.10","","",45,2017,NA,NA,27135
"2015","Sexually transmitted infections",27,135,"Roseau","MN",29,15679,"185.00","","",45,2018,NA,NA,27135
"2016","Sexually transmitted infections",27,135,"Roseau","MN",19,15770,"120.50","","",45,2019,NA,NA,27135
"2017","Sexually transmitted infections",27,135,"Roseau","MN",15,15327,"97.90","","",45,2020,NA,NA,27135
"2018","Sexually transmitted infections",27,135,"Roseau","MN",17,15327,"110.90","","",45,2021,NA,NA,27135
"2019","Sexually transmitted infections",27,135,"Roseau","MN",17,15165,"112.10","","",45,2022,NA,NA,27135
"2020","Sexually transmitted infections",27,135,"Roseau","MN",24,15165,"158.30","","",45,2023,NA,NA,27135
"2021","Sexually transmitted infections",27,135,"Roseau","MN",16,15258,"104.90","","",45,2024,NA,NA,27135
"2012","Mammography screening",0,0,"United States","US",NA,NA,"0.40","","",50,NA,NA,NA,9
"2013","Mammography screening",0,0,"United States","US",NA,NA,"0.40","","",50,NA,NA,NA,9
"2014","Mammography screening",0,0,"United States","US",NA,NA,"0.40","","",50,NA,NA,NA,9
"2015","Mammography screening",0,0,"United States","US",NA,NA,"0.40","","",50,NA,NA,NA,9
"2016","Mammography screening",0,0,"United States","US",NA,NA,"0.41","","",50,2019,NA,NA,9
"2017","Mammography screening",0,0,"United States","US",NA,NA,"0.42","","",50,2020,NA,NA,9
"2018","Mammography screening",0,0,"United States","US",NA,NA,"0.42","","",50,2021,NA,NA,9
"2019","Mammography screening",0,0,"United States","US",NA,NA,"0.43","","",50,2022,NA,NA,9
"2020","Mammography screening",0,0,"United States","US",NA,NA,"0.37","","",50,2023,NA,NA,9
"2021","Mammography screening",0,0,"United States","US",NA,NA,"0.43","","",50,2024,NA,NA,9
"2012","Mammography screening",27,0,"Minnesota","MN",NA,NA,"0.48","","",50,NA,NA,NA,99
"2013","Mammography screening",27,0,"Minnesota","MN",NA,NA,"0.47","","",50,NA,NA,NA,99
"2014","Mammography screening",27,0,"Minnesota","MN",NA,NA,"0.45","","",50,NA,NA,NA,99
"2015","Mammography screening",27,0,"Minnesota","MN",NA,NA,"0.44","","",50,NA,NA,NA,99
"2016","Mammography screening",27,0,"Minnesota","MN",NA,NA,"0.46","","",50,2019,NA,NA,99
"2017","Mammography screening",27,0,"Minnesota","MN",NA,NA,"0.46","","",50,2020,NA,NA,99
"2018","Mammography screening",27,0,"Minnesota","MN",NA,NA,"0.45","","",50,2021,NA,NA,99
"2019","Mammography screening",27,0,"Minnesota","MN",NA,NA,"0.52","","",50,2022,NA,NA,99
"2020","Mammography screening",27,0,"Minnesota","MN",NA,NA,"0.45","","",50,2023,NA,NA,99
"2021","Mammography screening",27,0,"Minnesota","MN",NA,NA,"0.52","","",50,2024,NA,NA,99
"2012","Mammography screening",27,69,"Kittson","MN",NA,NA,"0.47","","",50,NA,NA,NA,27069
"2013","Mammography screening",27,69,"Kittson","MN",NA,NA,"0.49","","",50,NA,NA,NA,27069
"2014","Mammography screening",27,69,"Kittson","MN",NA,NA,"0.41","","",50,NA,NA,NA,27069
"2015","Mammography screening",27,69,"Kittson","MN",NA,NA,"0.45","","",50,NA,NA,NA,27069
"2016","Mammography screening",27,69,"Kittson","MN",NA,NA,"0.51","","",50,2019,NA,NA,27069
"2017","Mammography screening",27,69,"Kittson","MN",NA,NA,"0.40","","",50,2020,NA,NA,27069
"2018","Mammography screening",27,69,"Kittson","MN",NA,NA,"0.41","","",50,2021,NA,NA,27069
"2019","Mammography screening",27,69,"Kittson","MN",NA,NA,"0.54","","",50,2022,NA,NA,27069
"2020","Mammography screening",27,69,"Kittson","MN",NA,NA,"0.45","","",50,2023,NA,NA,27069
"2021","Mammography screening",27,69,"Kittson","MN",NA,NA,"0.50","","",50,2024,NA,NA,27069
"2012","Mammography screening",27,89,"Marshall","MN",NA,NA,"0.59","","",50,NA,NA,NA,27089
"2013","Mammography screening",27,89,"Marshall","MN",NA,NA,"0.59","","",50,NA,NA,NA,27089
"2014","Mammography screening",27,89,"Marshall","MN",NA,NA,"0.54","","",50,NA,NA,NA,27089
"2015","Mammography screening",27,89,"Marshall","MN",NA,NA,"0.51","","",50,NA,NA,NA,27089
"2016","Mammography screening",27,89,"Marshall","MN",NA,NA,"0.51","","",50,2019,NA,NA,27089
"2017","Mammography screening",27,89,"Marshall","MN",NA,NA,"0.55","","",50,2020,NA,NA,27089
"2018","Mammography screening",27,89,"Marshall","MN",NA,NA,"0.44","","",50,2021,NA,NA,27089
"2019","Mammography screening",27,89,"Marshall","MN",NA,NA,"0.54","","",50,2022,NA,NA,27089
"2020","Mammography screening",27,89,"Marshall","MN",NA,NA,"0.51","","",50,2023,NA,NA,27089
"2021","Mammography screening",27,89,"Marshall","MN",NA,NA,"0.53","","",50,2024,NA,NA,27089
"2012","Mammography screening",27,113,"Pennington","MN",NA,NA,"0.49","","",50,NA,NA,NA,27113
"2013","Mammography screening",27,113,"Pennington","MN",NA,NA,"0.49","","",50,NA,NA,NA,27113
"2014","Mammography screening",27,113,"Pennington","MN",NA,NA,"0.44","","",50,NA,NA,NA,27113
"2015","Mammography screening",27,113,"Pennington","MN",NA,NA,"0.45","","",50,NA,NA,NA,27113
"2016","Mammography screening",27,113,"Pennington","MN",NA,NA,"0.40","","",50,2019,NA,NA,27113
"2017","Mammography screening",27,113,"Pennington","MN",NA,NA,"0.45","","",50,2020,NA,NA,27113
"2018","Mammography screening",27,113,"Pennington","MN",NA,NA,"0.45","","",50,2021,NA,NA,27113
"2019","Mammography screening",27,113,"Pennington","MN",NA,NA,"0.51","","",50,2022,NA,NA,27113
"2020","Mammography screening",27,113,"Pennington","MN",NA,NA,"0.47","","",50,2023,NA,NA,27113
"2021","Mammography screening",27,113,"Pennington","MN",NA,NA,"0.53","","",50,2024,NA,NA,27113
"2012","Mammography screening",27,125,"Red Lake","MN",NA,NA,"0.45","","",50,NA,NA,NA,27125
"2013","Mammography screening",27,125,"Red Lake","MN",NA,NA,"0.39","","",50,NA,NA,NA,27125
"2014","Mammography screening",27,125,"Red Lake","MN",NA,NA,"0.49","","",50,NA,NA,NA,27125
"2015","Mammography screening",27,125,"Red Lake","MN",NA,NA,"0.60","","",50,NA,NA,NA,27125
"2016","Mammography screening",27,125,"Red Lake","MN",NA,NA,"0.56","","",50,2019,NA,NA,27125
"2017","Mammography screening",27,125,"Red Lake","MN",NA,NA,"0.58","","",50,2020,NA,NA,27125
"2018","Mammography screening",27,125,"Red Lake","MN",NA,NA,"0.61","","",50,2021,NA,NA,27125
"2019","Mammography screening",27,125,"Red Lake","MN",NA,NA,"0.57","","",50,2022,NA,NA,27125
"2020","Mammography screening",27,125,"Red Lake","MN",NA,NA,"0.52","","",50,2023,NA,NA,27125
"2021","Mammography screening",27,125,"Red Lake","MN",NA,NA,"0.59","","",50,2024,NA,NA,27125
"2012","Mammography screening",27,135,"Roseau","MN",NA,NA,"0.41","","",50,NA,NA,NA,27135
"2013","Mammography screening",27,135,"Roseau","MN",NA,NA,"0.37","","",50,NA,NA,NA,27135
"2014","Mammography screening",27,135,"Roseau","MN",NA,NA,"0.37","","",50,NA,NA,NA,27135
"2015","Mammography screening",27,135,"Roseau","MN",NA,NA,"0.31","","",50,NA,NA,NA,27135
"2016","Mammography screening",27,135,"Roseau","MN",NA,NA,"0.36","","",50,2019,NA,NA,27135
"2017","Mammography screening",27,135,"Roseau","MN",NA,NA,"0.44","","",50,2020,NA,NA,27135
"2018","Mammography screening",27,135,"Roseau","MN",NA,NA,"0.49","","",50,2021,NA,NA,27135
"2019","Mammography screening",27,135,"Roseau","MN",NA,NA,"0.58","","",50,2022,NA,NA,27135
"2020","Mammography screening",27,135,"Roseau","MN",NA,NA,"0.53","","",50,2023,NA,NA,27135
"2021","Mammography screening",27,135,"Roseau","MN",NA,NA,"0.57","","",50,2024,NA,NA,27135
"2008","Uninsured",0,0,"United States","US",42872800,258974869,"0.17","","",85,NA,NA,1,9
"2009","Uninsured",0,0,"United States","US",45000889,260593564,"0.17","","",85,2012,NA,NA,9
"2010","Uninsured",0,0,"United States","US",46556803,262403381,"0.18","","",85,2013,NA,NA,9
"2011","Uninsured",0,0,"United States","US",45725534,263691942,"0.17","","",85,2014,NA,NA,9
"2012","Uninsured",0,0,"United States","US",44960048,264246236,"0.17","","",85,2015,NA,NA,9
"2013","Uninsured",0,0,"United States","US",44477970,264843216,"0.17","","",85,2016,NA,NA,9
"2014","Uninsured",0,0,"United States","US",36013970,265987110,"0.14","","",85,2017,NA,NA,9
"2015","Uninsured",0,0,"United States","US",29165227,267039414,"0.11","","",85,2018,NA,NA,9
"2016","Uninsured",0,0,"United States","US",26749668,267259921,"0.10","","",85,2019,NA,NA,9
"2017","Uninsured",0,0,"United States","US",27423485,268241109,"0.10","","",85,2020,NA,NA,9
"2018","Uninsured",0,0,"United States","US",27954329,268046715,"0.10","","",85,2021,NA,NA,9
"2019","Uninsured",0,0,"United States","US",28980723,267336463,"0.11","","",85,2022,NA,NA,9
"2020","Uninsured",0,0,"United States","US",27895218,267068505,"0.10","","",85,2023,NA,NA,9
"2021","Uninsured",0,0,"United States","US",27558913,269431290,"0.10","","",85,2024,NA,NA,9
"2008","Uninsured",27,0,"Minnesota","MN",423662,4479768,"0.10","0.09","0.10",85,NA,NA,1,99
"2009","Uninsured",27,0,"Minnesota","MN",460534,4504582,"0.10","0.10","0.10",85,2012,NA,NA,99
"2010","Uninsured",27,0,"Minnesota","MN",468857,4534170,"0.10","0.10","0.11",85,2013,NA,NA,99
"2011","Uninsured",27,0,"Minnesota","MN",462930,4552568,"0.10","0.10","0.10",85,2014,NA,NA,99
"2012","Uninsured",27,0,"Minnesota","MN",419196,4559034,"0.09","0.09","0.09",85,2015,NA,NA,99
"2013","Uninsured",27,0,"Minnesota","MN",433829,4572497,"0.09","0.09","0.10",85,2016,NA,NA,99
"2014","Uninsured",27,0,"Minnesota","MN",308991,4586949,"0.07","0.06","0.07",85,2017,NA,NA,99
"2015","Uninsured",27,0,"Minnesota","MN",237981,4596596,"0.05","0.05","0.05",85,2018,NA,NA,99
"2016","Uninsured",27,0,"Minnesota","MN",220535,4602327,"0.05","0.05","0.05",85,2019,NA,NA,99
"2017","Uninsured",27,0,"Minnesota","MN",235543,4631892,"0.05","0.05","0.05",85,2020,NA,NA,99
"2018","Uninsured",27,0,"Minnesota","MN",238150,4636753,"0.05","0.05","0.05",85,2021,NA,NA,99
"2019","Uninsured",27,0,"Minnesota","MN",268829,4632952,"0.06","0.06","0.06",85,2022,NA,NA,99
"2020","Uninsured",27,0,"Minnesota","MN",274124,4632875,"0.06","0.06","0.06",85,2023,NA,NA,99
"2021","Uninsured",27,0,"Minnesota","MN",247589,4672677,"0.05","0.05","0.06",85,2024,NA,NA,99
"2008","Uninsured",27,69,"Kittson","MN",418,3383,"0.12","0.10","0.15",85,NA,NA,1,27069
"2009","Uninsured",27,69,"Kittson","MN",445,3297,"0.14","0.12","0.15",85,2012,NA,NA,27069
"2010","Uninsured",27,69,"Kittson","MN",397,3499,"0.11","0.10","0.13",85,2013,NA,NA,27069
"2011","Uninsured",27,69,"Kittson","MN",350,3476,"0.10","0.09","0.11",85,2014,NA,NA,27069
"2012","Uninsured",27,69,"Kittson","MN",320,3431,"0.09","0.08","0.11",85,2015,NA,NA,27069
"2013","Uninsured",27,69,"Kittson","MN",310,3440,"0.09","0.08","0.10",85,2016,1,NA,27069
"2014","Uninsured",27,69,"Kittson","MN",224,3408,"0.07","0.06","0.08",85,2017,NA,NA,27069
"2015","Uninsured",27,69,"Kittson","MN",174,3396,"0.05","0.04","0.06",85,2018,NA,NA,27069
"2016","Uninsured",27,69,"Kittson","MN",171,3281,"0.05","0.04","0.06",85,2019,NA,NA,27069
"2017","Uninsured",27,69,"Kittson","MN",180,3193,"0.06","0.05","0.06",85,2020,NA,NA,27069
"2018","Uninsured",27,69,"Kittson","MN",164,3175,"0.05","0.04","0.06",85,2021,NA,NA,27069
"2019","Uninsured",27,69,"Kittson","MN",198,3201,"0.06","0.05","0.07",85,2022,NA,NA,27069
"2020","Uninsured",27,69,"Kittson","MN",177,3093,"0.06","0.05","0.07",85,2023,NA,NA,27069
"2021","Uninsured",27,69,"Kittson","MN",159,3113,"0.05","0.04","0.06",85,2024,NA,NA,27069
"2008","Uninsured",27,89,"Marshall","MN",1005,7472,"0.14","0.11","0.16",85,NA,NA,1,27089
"2009","Uninsured",27,89,"Marshall","MN",915,7318,"0.13","0.11","0.14",85,2012,NA,NA,27089
"2010","Uninsured",27,89,"Marshall","MN",846,7561,"0.11","0.10","0.13",85,2013,NA,NA,27089
"2011","Uninsured",27,89,"Marshall","MN",855,7617,"0.11","0.10","0.13",85,2014,NA,NA,27089
"2012","Uninsured",27,89,"Marshall","MN",788,7544,"0.10","0.09","0.12",85,2015,NA,NA,27089
"2013","Uninsured",27,89,"Marshall","MN",812,7520,"0.11","0.09","0.12",85,2016,1,NA,27089
"2014","Uninsured",27,89,"Marshall","MN",554,7484,"0.07","0.06","0.08",85,2017,NA,NA,27089
"2015","Uninsured",27,89,"Marshall","MN",429,7488,"0.06","0.05","0.07",85,2018,NA,NA,27089
"2016","Uninsured",27,89,"Marshall","MN",425,7365,"0.06","0.05","0.07",85,2019,NA,NA,27089
"2017","Uninsured",27,89,"Marshall","MN",428,7343,"0.06","0.05","0.07",85,2020,NA,NA,27089
"2018","Uninsured",27,89,"Marshall","MN",475,7297,"0.07","0.06","0.07",85,2021,NA,NA,27089
"2019","Uninsured",27,89,"Marshall","MN",478,7178,"0.07","0.06","0.08",85,2022,NA,NA,27089
"2020","Uninsured",27,89,"Marshall","MN",548,7135,"0.08","0.06","0.09",85,2023,NA,NA,27089
"2021","Uninsured",27,89,"Marshall","MN",470,6929,"0.07","0.06","0.08",85,2024,NA,NA,27089
"2008","Uninsured",27,113,"Pennington","MN",1203,11420,"0.11","0.08","0.13",85,NA,NA,1,27113
"2009","Uninsured",27,113,"Pennington","MN",1241,11435,"0.11","0.10","0.12",85,2012,NA,NA,27113
"2010","Uninsured",27,113,"Pennington","MN",1160,11575,"0.10","0.09","0.11",85,2013,NA,NA,27113
"2011","Uninsured",27,113,"Pennington","MN",1082,11682,"0.09","0.08","0.10",85,2014,NA,NA,27113
"2012","Uninsured",27,113,"Pennington","MN",1094,11672,"0.09","0.08","0.11",85,2015,NA,NA,27113
"2013","Uninsured",27,113,"Pennington","MN",919,11673,"0.08","0.07","0.09",85,2016,1,NA,27113
"2014","Uninsured",27,113,"Pennington","MN",712,11587,"0.06","0.05","0.07",85,2017,NA,NA,27113
"2015","Uninsured",27,113,"Pennington","MN",577,11685,"0.05","0.04","0.06",85,2018,NA,NA,27113
"2016","Uninsured",27,113,"Pennington","MN",524,11625,"0.05","0.04","0.05",85,2019,NA,NA,27113
"2017","Uninsured",27,113,"Pennington","MN",491,11549,"0.04","0.04","0.05",85,2020,NA,NA,27113
"2018","Uninsured",27,113,"Pennington","MN",492,11405,"0.04","0.04","0.05",85,2021,NA,NA,27113
"2019","Uninsured",27,113,"Pennington","MN",570,11270,"0.05","0.04","0.06",85,2022,NA,NA,27113
"2020","Uninsured",27,113,"Pennington","MN",578,11028,"0.05","0.04","0.06",85,2023,NA,NA,27113
"2021","Uninsured",27,113,"Pennington","MN",459,10973,"0.04","0.03","0.05",85,2024,NA,NA,27113
"2008","Uninsured",27,125,"Red Lake","MN",481,3342,"0.14","0.12","0.17",85,NA,NA,1,27125
"2009","Uninsured",27,125,"Red Lake","MN",427,3355,"0.13","0.11","0.14",85,2012,NA,NA,27125
"2010","Uninsured",27,125,"Red Lake","MN",366,3364,"0.11","0.09","0.12",85,2013,NA,NA,27125
"2011","Uninsured",27,125,"Red Lake","MN",434,3378,"0.13","0.11","0.14",85,2014,NA,NA,27125
"2012","Uninsured",27,125,"Red Lake","MN",383,3335,"0.11","0.10","0.13",85,2015,NA,NA,27125
"2013","Uninsured",27,125,"Red Lake","MN",389,3299,"0.12","0.10","0.13",85,2016,1,NA,27125
"2014","Uninsured",27,125,"Red Lake","MN",253,3279,"0.08","0.07","0.09",85,2017,NA,NA,27125
"2015","Uninsured",27,125,"Red Lake","MN",203,3250,"0.06","0.05","0.07",85,2018,NA,NA,27125
"2016","Uninsured",27,125,"Red Lake","MN",193,3193,"0.06","0.05","0.07",85,2019,NA,NA,27125
"2017","Uninsured",27,125,"Red Lake","MN",209,3180,"0.07","0.05","0.08",85,2020,NA,NA,27125
"2018","Uninsured",27,125,"Red Lake","MN",176,3129,"0.06","0.05","0.06",85,2021,NA,NA,27125
"2019","Uninsured",27,125,"Red Lake","MN",204,3143,"0.06","0.05","0.08",85,2022,NA,NA,27125
"2020","Uninsured",27,125,"Red Lake","MN",261,3123,"0.08","0.07","0.10",85,2023,NA,NA,27125
"2021","Uninsured",27,125,"Red Lake","MN",198,3039,"0.07","0.05","0.08",85,2024,NA,NA,27125
"2008","Uninsured",27,135,"Roseau","MN",1267,13773,"0.09","0.07","0.11",85,NA,NA,1,27135
"2009","Uninsured",27,135,"Roseau","MN",1522,13518,"0.11","0.10","0.13",85,2012,NA,NA,27135
"2010","Uninsured",27,135,"Roseau","MN",1388,13216,"0.11","0.09","0.12",85,2013,NA,NA,27135
"2011","Uninsured",27,135,"Roseau","MN",1307,13192,"0.10","0.09","0.11",85,2014,NA,NA,27135
"2012","Uninsured",27,135,"Roseau","MN",1133,13081,"0.09","0.08","0.10",85,2015,NA,NA,27135
"2013","Uninsured",27,135,"Roseau","MN",1216,13055,"0.09","0.08","0.10",85,2016,1,NA,27135
"2014","Uninsured",27,135,"Roseau","MN",877,13106,"0.07","0.06","0.08",85,2017,NA,NA,27135
"2015","Uninsured",27,135,"Roseau","MN",669,13141,"0.05","0.04","0.06",85,2018,NA,NA,27135
"2016","Uninsured",27,135,"Roseau","MN",640,12915,"0.05","0.04","0.06",85,2019,NA,NA,27135
"2017","Uninsured",27,135,"Roseau","MN",772,12638,"0.06","0.05","0.07",85,2020,NA,NA,27135
"2018","Uninsured",27,135,"Roseau","MN",678,12372,"0.05","0.05","0.06",85,2021,NA,NA,27135
"2019","Uninsured",27,135,"Roseau","MN",804,12258,"0.07","0.06","0.08",85,2022,NA,NA,27135
"2020","Uninsured",27,135,"Roseau","MN",749,12203,"0.06","0.05","0.07",85,2023,NA,NA,27135
"2021","Uninsured",27,135,"Roseau","MN",692,12300,"0.06","0.05","0.06",85,2024,NA,NA,27135
"2010","Dentists",0,0,"United States","US",181949,309348193,"1,700.19","","",88,2013,NA,NA,9
"2011","Dentists",0,0,"United States","US",187773,311663358,"1,659.79","","",88,NA,NA,NA,9
"2012","Dentists",0,0,"United States","US",193579,313998379,"1,622.07","","",88,2014,NA,NA,9
"2013","Dentists",0,0,"United States","US",199735,316204908,"1,583.12","","",88,2015,NA,NA,9
"2014","Dentists",0,0,"United States","US",206424,318563456,"1,543.25","","",88,2016,NA,NA,9
"2015","Dentists",0,0,"United States","US",210832,320896618,"1,522.05","","",88,2017,NA,NA,9
"2016","Dentists",0,0,"United States","US",217660,323127513,"1,484.55","","",88,2018,NA,NA,9
"2017","Dentists",0,0,"United States","US",222892,325719178,"1,461.33","","",88,2019,NA,NA,9
"2018","Dentists",0,0,"United States","US",226154,327167434,"1,446.66","","",88,2020,NA,NA,9
"2019","Dentists",0,0,"United States","US",233699,328239523,"1,404.54","","",88,2021,NA,NA,9
"2020","Dentists",0,0,"United States","US",235535,329484123,"1,398.88","","",88,2022,NA,NA,9
"2021","Dentists",0,0,"United States","US",240517,331893745,"1,379.92","","",88,2023,NA,NA,9
"2022","Dentists",0,0,"United States","US",244838,333287557,"1,361.26","","",88,2024,NA,NA,9
"2010","Dentists",27,0,"Minnesota","MN",3281,5311147,"1,618.76","","",88,2013,NA,NA,99
"2011","Dentists",27,0,"Minnesota","MN",3366,5348562,"1,589.00","","",88,NA,NA,NA,99
"2012","Dentists",27,0,"Minnesota","MN",3444,5380285,"1,562.22","","",88,2014,NA,NA,99
"2013","Dentists",27,0,"Minnesota","MN",3544,5418521,"1,528.93","","",88,2015,NA,NA,99
"2014","Dentists",27,0,"Minnesota","MN",3650,5453109,"1,494.00","","",88,2016,NA,NA,99
"2015","Dentists",27,0,"Minnesota","MN",3721,5482435,"1,473.38","","",88,2017,NA,NA,99
"2016","Dentists",27,0,"Minnesota","MN",3831,5519952,"1,440.86","","",88,2018,NA,NA,99
"2017","Dentists",27,0,"Minnesota","MN",3949,5576606,"1,412.16","","",88,2019,NA,NA,99
"2018","Dentists",27,0,"Minnesota","MN",4025,5611179,"1,394.08","","",88,2020,NA,NA,99
"2019","Dentists",27,0,"Minnesota","MN",4215,5639632,"1,337.99","","",88,2021,NA,NA,99
"2020","Dentists",27,0,"Minnesota","MN",4279,5657342,"1,322.12","","",88,2022,NA,NA,99
"2021","Dentists",27,0,"Minnesota","MN",4366,5707390,"1,307.24","","",88,2023,NA,NA,99
"2022","Dentists",27,0,"Minnesota","MN",4441,5717184,"1,287.36","","",88,2024,NA,NA,99
"2010","Dentists",27,69,"Kittson","MN",3,4544,"1,514.67","","",88,2013,1,NA,27069
"2011","Dentists",27,69,"Kittson","MN",3,4538,"1,512.67","","",88,NA,NA,NA,27069
"2012","Dentists",27,69,"Kittson","MN",3,4506,"1,502.00","","",88,2014,1,NA,27069
"2013","Dentists",27,69,"Kittson","MN",2,4490,"2,245.00","","",88,2015,1,NA,27069
